amenity,amenity_category,name,geometry,icon,color
restaurant,Food Services,Buddy's Burger,POINT (-97.67668718710782 30.34604281463181),cutlery,green
restaurant,Food Services,Kerbey Lane,POINT (-97.84139429233892 30.222614857666223),cutlery,green
bar,Food Services,Donn's Depot,POINT (-97.7634339 30.27407),beer,green
bar,Food Services,Whistler's,POINT (-97.72270238953901 30.26205231201905),beer,green
pub,Food Services,Kelly's Irish Pub,POINT (-97.7589557 30.2414134),beer,green
restaurant,Food Services,J Carver’s Oyster Bar & Chophouse,POINT (-97.74944123195479 30.269520898079897),cutlery,green
place_of_worship,Community Services,Saint Ignatius Martyr Catholic Church,POINT (-97.75493937397682 30.24021582634871),institution,orange
restaurant,Food Services,Cafe Josie,POINT (-97.7572773 30.2731631),cutlery,green
cafe,Food Services,Austin Java,POINT (-97.7966585 30.2175689),coffee,green
restaurant,Food Services,III Forks,POINT (-97.746747 30.264198),cutlery,green
restaurant,Food Services,Sammataro Pizza,POINT (-97.7283136 30.2727299),cutlery,green
restaurant,Food Services,Jupiter Supper Club,POINT (-97.7424206 30.2697532),cutlery,green
cafe,Food Services,Genuine Joe Coffeehouse,POINT (-97.7272892 30.3540549),coffee,green
restaurant,Food Services,Home Slice Pizza,POINT (-97.7495768 30.2492274),cutlery,green
restaurant,Food Services,Micklethwait Craft Meats,POINT (-97.72521855470147 30.268318092205863),cutlery,green
place_of_worship,Community Services,Iglesia del rey,POINT (-97.7995986 30.2162169),institution,orange
restaurant,Food Services,Tacos Ricos,POINT (-97.7926829 30.1846143),cutlery,green
library,Community Services,Austin Public Library - Terrazas Branch,POINT (-97.73344338865506 30.259909060073564),book,orange
place_of_worship,Community Services,Community Ruthenian Catholic Church,POINT (-97.7046051 30.3070262),institution,orange
restaurant,Food Services,Kemuri Tatsu-Ya,POINT (-97.712942711256 30.253822510061735),cutlery,green
cafe,Food Services,Starbucks,POINT (-97.6654663 30.2022619),coffee,green
restaurant,Food Services,1972 Pub,POINT (-97.74162593475312 30.289899948369293),cutlery,green
restaurant,Food Services,Vinaigrette,POINT (-97.75204920355718 30.241295482827734),cutlery,green
restaurant,Food Services,Mum Foods Smokehouse and Delicatessen,POINT (-97.67974037788923 30.30588655128677),cutlery,green
cafe,Food Services,Nourish,POINT (-97.734812 30.2774682),coffee,green
restaurant,Food Services,Java Noodles,POINT (-97.7293306 30.2294109),cutlery,green
pub,Food Services,Scholz Garten,POINT (-97.73632918723166 30.277675870387988),beer,green
cafe,Food Services,Organic Coffee,POINT (-97.7421673 30.2957475),coffee,green
place_of_worship,Community Services,Violet Crown City Church,POINT (-97.72312573603602 30.347684534407968),institution,orange
restaurant,Food Services,El secreto de abuela #2,POINT (-97.79843439080385 30.21541850487287),cutlery,green
restaurant,Food Services,Bamboo Bistro,POINT (-97.81562881457637 30.20769626661995),cutlery,green
restaurant,Food Services,El Zunzal,POINT (-97.7121017 30.2600696),cutlery,green
restaurant,Food Services,Nancy's Sky Garden,POINT (-97.7946427 30.4767812),cutlery,green
restaurant,Food Services,Thundercloud Subs,POINT (-97.8007484 30.2732782),cutlery,green
place_of_worship,Community Services,"RCCG Cornerstone Church Austin, ATX",POINT (-97.6758518 30.3496975),institution,orange
cafe,Food Services,Fete Accompli,POINT (-97.7507791 30.2765454),coffee,green
place_of_worship,Community Services,Highland Village Church of Christ,POINT (-97.75151761327331 30.324623638096064),institution,orange
restaurant,Food Services,Grizzelda's,POINT (-97.70822389185166 30.25214902834812),cutlery,green
restaurant,Food Services,Chekos,POINT (-97.7308394 30.330873),cutlery,green
restaurant,Food Services,Papalote Taco House,POINT (-97.781888 30.243509),cutlery,green
restaurant,Food Services,Odd Duck,POINT (-97.76199014999999 30.254662350000007),cutlery,green
restaurant,Food Services,East Buffer,POINT (-97.7680862 30.1902469),cutlery,green
restaurant,Food Services,Taqueria Chapala,POINT (-97.7649008 30.2204769),cutlery,green
cafe,Food Services,Counter Cafe,POINT (-97.7432724 30.2953787),coffee,green
library,Community Services,Lorenzo de Zavala State Archive and Library,POINT (-97.73845429427516 30.27389195581633),book,orange
restaurant,Food Services,China Spice Seafood,POINT (-97.6951921 30.3674231),cutlery,green
theatre,Recreation,Bates Recital Hall,POINT (-97.7306801 30.2874336),film,red
restaurant,Food Services,Bill's Oyster,POINT (-97.7456335 30.2656186),cutlery,green
restaurant,Food Services,Masa y Mas,POINT (-97.7663914 30.2496256),cutlery,green
cafe,Food Services,Flightpath Coffee House,POINT (-97.7199873 30.3138337),coffee,green
library,Community Services,Austin Public Library - Ruiz Branch,POINT (-97.70705001962405 30.22986112175346),book,orange
restaurant,Food Services,Group Therapy,POINT (-97.746419 30.2673146),cutlery,green
restaurant,Food Services,Iron Works Barbecue,POINT (-97.73900766866005 30.262242046103587),cutlery,green
theatre,Recreation,Paramount Theatre,POINT (-97.74186328126899 30.269379098312058),film,red
restaurant,Food Services,Komé,POINT (-97.71451288192216 30.31402048854088),cutlery,green
restaurant,Food Services,Zen Japanese Food Fast,POINT (-97.7373039 30.360294),cutlery,green
restaurant,Food Services,Hopdoddy Burger Bar,POINT (-97.733103 30.3576246),cutlery,green
events_venue,Recreation,The Eleanor,POINT (-97.74623934572352 30.267691175161136),institution,orange
restaurant,Food Services,Ichiban,POINT (-97.73588515 30.349212199999993),cutlery,green
restaurant,Food Services,K-Bop,POINT (-97.74233895323489 30.282894554277604),cutlery,green
theatre,Recreation,Community Cinema,POINT (-97.62282020190926 30.282048104923085),film,red
restaurant,Food Services,ATX Food Co,POINT (-97.7583324 30.2599764),cutlery,green
restaurant,Food Services,South Flo Pizza,POINT (-97.7763523 30.2831035),cutlery,green
library,Community Services,Collections Deposit Library,POINT (-97.73304503011049 30.27876799150917),book,orange
restaurant,Food Services,Tumble22,POINT (-97.73532423734662 30.34797551863868),cutlery,green
restaurant,Food Services,Dollar Slice Club,POINT (-97.741932 30.2866),cutlery,green
place_of_worship,Community Services,All Saints' Episcopal Church,POINT (-97.73972202206411 30.29166548438115),institution,orange
cinema,Recreation,Mobile Loaves & Fishes,POINT (-97.6228188 30.2820424),film,red
bar,Food Services,Swan Dive,POINT (-97.7366535306482 30.26713842971935),beer,green
restaurant,Food Services,Guero's Taco Bar,POINT (-97.75028611108385 30.24915282906302),cutlery,green
place_of_worship,Community Services,David Chapel Missionary Baptist Church,POINT (-97.71748654386396 30.280086674800717),institution,orange
theatre,Recreation,Emo's (Riverside),POINT (-97.72801008890457 30.239603488649124),film,red
restaurant,Food Services,Titaya's Thai Cuisine,POINT (-97.7274668 30.3235394),cutlery,green
bar,Food Services,White Horse,POINT (-97.72706100978432 30.26256883701313),beer,green
bar,Food Services,School House Pub,POINT (-97.71879630395672 30.284159123519057),beer,green
restaurant,Food Services,Central Standard,POINT (-97.7502188 30.2475946),cutlery,green
restaurant,Food Services,Pokeatery,POINT (-97.7081023 30.3055072),cutlery,green
restaurant,Food Services,Elementary,POINT (-97.768525 30.2491556),cutlery,green
restaurant,Food Services,Hai Ky,POINT (-97.7348261 30.2307085),cutlery,green
restaurant,Food Services,Irene's,POINT (-97.75116279999999 30.269815649999998),cutlery,green
place_of_worship,Community Services,Our Lady's Maronite Catholic Church,POINT (-97.70470220172882 30.307172390573818),institution,orange
place_of_worship,Community Services,Wells Branch Community Church: Worship Center,POINT (-97.6841654 30.4359371),institution,orange
restaurant,Food Services,The Halal Corner,POINT (-97.7077002 30.3062708),cutlery,green
bar,Food Services,The White Horse,POINT (-97.7270591 30.262574),beer,green
restaurant,Food Services,Xian Sushi and Noodle - Mueller,POINT (-97.6990688 30.3029298),cutlery,green
bar,Food Services,Carousel Lounge,POINT (-97.70821203081238 30.30990994635624),beer,green
cafe,Food Services,85°C,POINT (-97.717669 30.3365961),coffee,green
restaurant,Food Services,Pho Craft,POINT (-97.69710680000003 30.273507199999997),cutlery,green
pub,Food Services,Raggedy Anne's,POINT (-97.6843557 30.4360841),beer,green
restaurant,Food Services,Vazquez Mexican Restaurant,POINT (-97.672927 30.3753784),cutlery,green
cafe,Food Services,Cherrywood Coffee House,POINT (-97.7160528 30.2935486),coffee,green
restaurant,Food Services,Pearl Dive Oyster Bar,POINT (-97.7646296 30.2744898),cutlery,green
restaurant,Food Services,Serranos Cocina y Cantina,POINT (-97.7905488 30.162357),cutlery,green
bar,Food Services,DuMont's Down Low,POINT (-97.74532530620883 30.26700716229398),beer,green
place_of_worship,Community Services,Grace United Methodist Church,POINT (-97.7496071 30.2482413),institution,orange
bar,Food Services,Club Bar Corona,POINT (-97.69054834362268 30.373794443438197),beer,green
restaurant,Food Services,Chuy's,POINT (-97.76328285597798 30.263846101059602),cutlery,green
restaurant,Food Services,Ziki,POINT (-97.7724021 30.2479438),cutlery,green
restaurant,Food Services,La Madeleine,POINT (-97.7446209 30.3033701),cutlery,green
restaurant,Food Services,El Gallo Mexican Restaurant,POINT (-97.7586735 30.2331421),cutlery,green
library,Community Services,Austin Public Library - Carver Branch,POINT (-97.72405715028503 30.26953987370683),book,orange
cafe,Food Services,Love Lamp Matcha,POINT (-97.761792 30.2619801),coffee,green
restaurant,Food Services,Gatti's Pizza,POINT (-97.6969219 30.415549),cutlery,green
restaurant,Food Services,Walton's Fancy & Staple,POINT (-97.74902575 30.269543650000003),cutlery,green
restaurant,Food Services,La Posada,POINT (-97.8154776 30.2083161),cutlery,green
place_of_worship,Community Services,Mimosa Place Church,POINT (-97.8061167 30.2021544),institution,orange
restaurant,Food Services,Austin Diner,POINT (-97.7402185 30.3246632),cutlery,green
cafe,Food Services,Fleet Coffee,POINT (-97.7115843 30.2856787),coffee,green
restaurant,Food Services,Me Con Bistro,POINT (-97.8299027 30.2127861),cutlery,green
restaurant,Food Services,Corinne,POINT (-97.7411854 30.2625953),cutlery,green
restaurant,Food Services,Perry's Steakhouse,POINT (-97.7435164 30.2694661),cutlery,green
restaurant,Food Services,El Naranjo,POINT (-97.7809402 30.2441834),cutlery,green
restaurant,Food Services,Waterloo Icehouse,POINT (-97.7282020321292 30.367959639893407),cutlery,green
restaurant,Food Services,TC Noodle House,POINT (-97.6870865 30.3791231),cutlery,green
place_of_worship,Community Services,Central Christian Church,POINT (-97.7446037594889 30.274582977457314),institution,orange
library,Community Services,Austin Public Library - Manchaca Road Branch,POINT (-97.79734353219958 30.216614610845124),book,orange
bar,Food Services,Mean Eyed Cat,POINT (-97.76499977859768 30.27446728030363),beer,green
theatre,Recreation,Emo's,POINT (-97.7280165 30.2396337),film,red
restaurant,Food Services,Casa Garcia's,POINT (-97.8064436 30.2021661),cutlery,green
restaurant,Food Services,Sammie's,POINT (-97.75115752385149 30.27024301312676),cutlery,green
restaurant,Food Services,Tacos y mas,POINT (-97.8163195 30.1866822),cutlery,green
bar,Food Services,Kung Fu Saloon,POINT (-97.7498966 30.2696325),beer,green
bar,Food Services,Nomad Bar,POINT (-97.704829 30.312516),beer,green
restaurant,Food Services,ATX EATS,POINT (-97.7234419 30.3309837),cutlery,green
restaurant,Food Services,Velvet Taco,POINT (-97.743129 30.267997),cutlery,green
place_of_worship,Community Services,Manor Road Pentecostal Church,POINT (-97.67714198361396 30.307676917741137),institution,orange
restaurant,Food Services,Perfect Strangers,POINT (-97.7463189 30.267122),cutlery,green
restaurant,Food Services,Curra's Grill,POINT (-97.7494097 30.237152),cutlery,green
social_centre,Community Services,American Legion Post 447,POINT (-97.67164258125729 30.517500537293003),institution,orange
restaurant,Food Services,Las Trancas,POINT (-97.7317826 30.2598607),cutlery,green
restaurant,Food Services,S-H Donuts,POINT (-97.6851459 30.3005637),cutlery,green
restaurant,Food Services,Counter Culture,POINT (-97.717966409005 30.25453605127728),cutlery,green
place_of_worship,Community Services,Faith Lutheran Church,POINT (-97.72859291406607 30.33805963411341),institution,orange
restaurant,Food Services,Ramen Tatsu-ya,POINT (-97.76327139409354 30.253958140478424),cutlery,green
restaurant,Food Services,Conan's Pizza South,POINT (-97.79825654838407 30.21626543850057),cutlery,green
cafe,Food Services,Café Crème,POINT (-97.7356141 30.2318432),coffee,green
cafe,Food Services,Heartland City Club,POINT (-97.765193 30.2755268),coffee,green
cafe,Food Services,Starbucks,POINT (-97.7429695 30.2682668),coffee,green
place_of_worship,Community Services,Austin Brethren Church,POINT (-97.71674122714741 30.36607986153553),institution,orange
library,Community Services,Austin Central Library,POINT (-97.75175285408523 30.265971876674143),book,orange
restaurant,Food Services,Taquero Mucho,POINT (-97.7511339252947 30.27009732432215),cutlery,green
restaurant,Food Services,Enchiladas Y Mas,POINT (-97.72690502639063 30.353921928305496),cutlery,green
pub,Food Services,Hopfields,POINT (-97.7410143 30.2985824),beer,green
restaurant,Food Services,Pad Thai,POINT (-97.7081858 30.3058963),cutlery,green
bar,Food Services,Dive,POINT (-97.7421243 30.2798438),beer,green
restaurant,Food Services,Arlo Grey,POINT (-97.744034 30.262803),cutlery,green
restaurant,Food Services,P.F. Chang's,POINT (-97.75033808972469 30.395526796938118),cutlery,green
bar,Food Services,Sahara Lounge,POINT (-97.68160015907551 30.279492524288976),beer,green
restaurant,Food Services,Basil Thai,POINT (-97.7021858 30.4180556),cutlery,green
bar,Food Services,Cedar Street Courtyard,POINT (-97.74525045 30.266986299999996),beer,green
restaurant,Food Services,Clark's Oyster Bar,POINT (-97.7571499 30.2729697),cutlery,green
restaurant,Food Services,Cicis,POINT (-97.8050757 30.2019945),cutlery,green
restaurant,Food Services,Olive Garden,POINT (-97.79227200188085 30.23714503141064),cutlery,green
cafe,Food Services,Möge Tee,POINT (-97.74234397889118 30.28281671343288),coffee,green
cafe,Food Services,Figure 8 Coffee Purveyors,POINT (-97.719949 30.266883),coffee,green
restaurant,Food Services,Vigilante Gastropub & Games,POINT (-97.7183287 30.3393399),cutlery,green
place_of_worship,Community Services,New Testament Christian Church,POINT (-97.72029632724926 30.271798149483768),institution,orange
restaurant,Food Services,Tumble22,POINT (-97.77168809745255 30.278097553025084),cutlery,green
restaurant,Food Services,East Side Pies,POINT (-97.7153301 30.3148694),cutlery,green
restaurant,Food Services,El Taquito,POINT (-97.67108296331567 30.481675237332343),cutlery,green
events_venue,Recreation,The Venue ATX,POINT (-97.7375259 30.2669258),institution,orange
restaurant,Food Services,Fat City,POINT (-97.7392501 30.3430607),cutlery,green
cafe,Food Services,85°C,POINT (-97.7998915 30.4794407),coffee,green
cafe,Food Services,Pacha,POINT (-97.7406015 30.3173785),coffee,green
restaurant,Food Services,Flores Mexican Restaurant,POINT (-97.84279902233145 30.22306633759943),cutlery,green
restaurant,Food Services,Kim Phung,POINT (-97.7141965 30.3438588),cutlery,green
cafe,Food Services,Brentwood Social House,POINT (-97.73514218527701 30.332289330416604),coffee,green
cafe,Food Services,Intelligentsia,POINT (-97.7498946 30.2668307),coffee,green
place_of_worship,Community Services,Austin Christian Tabernacle,POINT (-97.7736105 30.2207683),institution,orange
place_of_worship,Community Services,Hope Lutheran Church,POINT (-97.68162922921732 30.31450674760285),institution,orange
place_of_worship,Community Services,Greater Mount Moriah Primitive Baptist Church,POINT (-97.67749874126959 30.292829065134242),institution,orange
restaurant,Food Services,Mi Madre's,POINT (-97.7189427 30.2841763),cutlery,green
bar,Food Services,Yellow Rose,POINT (-97.721924 30.3337186),beer,green
restaurant,Food Services,Quality Seafood,POINT (-97.71225897666355 30.318084724539627),cutlery,green
